,x0,x1,x2,x3,x4,x5,y
0,-1.2038972689885734,1.0492022158890375,-0.8253410617084891,-1.8103985951695245,0.5072218293103572,0.5978586020845675,0
1,1.192020305532656,0.8295578270090583,-0.8581850730171983,0.4526713105060768,0.13832740550714906,-0.7134223286491896,0
2,1.37441054676992,-0.4602464176437986,2.156300902727686,-0.06240420268245922,-0.6525913020264879,-1.774721770712322,1
3,-0.18632640208790324,-1.1070893109500877,1.2747791666632147,-0.1413028999299641,-1.8933447984171892,-0.35546414937078274,0
4,-0.6201812066787367,1.4667619455728276,0.11693072861093745,1.8228626556936023,-1.4650014049187225,0.06609579334274795,0
5,1.254142276303055,-0.1785739955622998,0.6267845017227227,1.6923472781299107,-2.0009312490623996,-0.29403573346319234,1
6,0.3827412624687837,0.20322893820878263,2.1426625569953766,-1.7143235822576839,0.6232047786874975,-0.9123299302056995,1
7,-0.07129748967335159,2.246576233272247,0.8237268587495986,-0.3013169273943782,-1.639147089503083,-1.0298327795737303,0
8,-0.7455878202056669,1.6591799280973063,0.4893825361230374,0.25702140776644344,-2.239178331996154,-1.4025413415534873,0
9,-0.6326410589084264,0.6165494375805671,1.64748990716476,0.5883253535903263,-1.6294693993175597,-0.13158964050397337,1
10,-0.5255732020103118,0.6089224729081149,1.4603868213564766,2.1612397167988986,-0.8574183739414888,0.730619426558484,1
11,1.1054220155082792,0.051395127479411995,-0.020038235270596172,-0.3129576055735446,-2.1046647286820646,0.1647767086744606,0
12,-1.7082190498891066,2.9417752117263216,0.05947279898111485,0.012441791199481966,-1.4576698183529824,-1.3179809911832843,0
13,0.18684732536340753,1.711843279354445,0.45379818341266864,-1.0111893200081392,-0.38849340099931884,0.3142107218807466,1
14,0.8291362968340352,1.844217126959908,0.951293120667805,1.2692468336058704,-1.5672455015271152,-0.3394158394666143,1
15,-1.7371677049744725,0.9857000309645924,1.8767931383610559,0.6711310078564531,-3.303741041729144,-1.758660163576662,0
16,0.5726970497962234,0.07311769735711138,2.945590212211754,1.791589347508358,-0.9014233920932916,0.5615955361298319,1
17,-0.5455964420999311,0.11639433610731098,-0.38265370605332805,1.4721505256780856,-1.4030922905743957,-1.03561574147536,0
18,2.3591221076732363,1.9072907335357037,0.5933779813070321,-2.698012765374781,-0.831261209624448,1.1642156703863764,1
19,0.4118336954489392,0.5992982276991292,0.8398082093612519,-1.8329581829532633,-0.23444787001775352,0.40847059787169115,1
20,-0.42759485501351757,1.698364538478428,1.6686638193797356,0.08766211927661384,0.8456601266177963,0.8420364822340343,1
21,0.5033155162590093,1.6162886469871096,0.900812600815198,1.2352078831618158,-1.7102612331489695,-1.1416650160969013,1
22,-0.19238802984909967,1.6972787646029648,-1.025872958604684,0.17470691472617136,0.10458513490150001,-0.7793398620265068,0
23,-0.31531730292998295,-2.428075184688297,0.7113211853053341,-0.10349716198076908,-1.6714124825930983,-0.37229153703107065,0
24,-1.1068012686829074,2.4027911176400654,1.0782047991066392,0.4315523792046334,-1.1198956884561513,-0.29080264919594806,1
25,-1.3675993773571664,-0.6538547927389422,-0.592061474776177,0.6977967347232592,-0.236789430628718,-0.024299998786365795,0
26,0.6558645043701543,1.3072788795127313,0.3941360154391672,-0.6001685289497154,-0.3074424137988241,0.0026899300210423416,1
27,0.18934988454369006,0.1663612353635704,0.7760549327113853,2.6159697167419598,-0.12299225011136916,-0.5361013043485926,1
28,-1.045958898554078,1.0364558406530784,0.8147487569489409,-0.7564338609209181,-0.1840910987621316,-0.329088219398475,1
29,-0.8139024761822083,1.4962696340520907,0.27345059389582904,-0.9917667389510763,0.3482816358862715,-0.33450294006110476,0
30,-0.7970858665232947,-0.5130343985464885,1.1869848182471334,1.4350550741432984,-1.8061946584711583,0.13391052308830553,0
31,0.3835783884226297,0.20248320458493252,-1.2409605391328316,-1.3843842053308257,-0.7447701158305852,-0.1906825289623732,0
32,-0.6134994353621533,1.783491448958786,0.5145235631727754,0.14832062280888006,-1.3746173620050648,-1.4471051536494213,0
33,0.00880273941620685,-0.002888012284576247,1.102580342400184,-1.4642030938748867,-0.7540425177624436,-1.8990271590900514,1
34,-1.6636018293121868,0.2052002324476523,2.800133983222434,0.5551713694987284,0.31181686040239553,-0.9000552716945857,0
35,0.6986343731360487,-0.5834693556300712,-2.0899332512791444,1.131636879633347,-2.054841417530548,-0.9127763612202783,1
36,-2.0252039545295397,0.6711859413472337,-0.616298910073467,-1.0707411308013493,-0.15282909560350788,-1.1072722399928352,0
37,1.2182936774217143,1.6789372800857303,-0.5851408462650434,-0.3541158440023289,-0.4617364376905181,-2.354200197354202,0
38,-2.0206305954305614,0.6491387525330345,-0.8043764949918031,0.9504482539882263,-0.7238036992612923,-1.6117563241293604,0
39,-0.13637406151094988,0.8775687834196554,0.7963733116709035,-1.0524776729468055,-0.6147840046103092,0.7464480671907516,1
40,-0.5035540602995561,0.9133563284676549,-0.5219320821274946,0.8039764261072005,-2.1589699646527367,-0.7844491804869642,0
41,0.9782108253001187,0.4086860231541502,-0.062420154108911996,0.06802287824519068,0.7365517617396813,0.4431549343697183,1
42,0.01056236456691556,0.4511905643249203,-0.4603062176684968,0.30563169255135136,-1.832306916492478,0.04421234399413232,0
43,-0.5712010240298406,-0.39645045731964035,2.2074177965497346,1.1959920385774423,-0.43346236318748044,0.1269263233656983,0
